display_url,caption,comments,likes,labels,likes_normalized,comments_normalized,engagement_score,engagement_binary,topic_0,topic_1,topic_2,topic_3,quartile
https://instagram.fftw1-1.fna.fbcdn.net/vp/0494e0b61d05fcdd77be837dbd43af78/5E64DEAA/t51.2885-15/fr/e15/s1080x1080/74334531_2549692205097029_638382331640894788_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Ian Teh @iantehphotography | I recently reviewed my photographs of China’s coal industry from 2006 to 2010 in prep for a presentation to a Nat Geo Student Expedition in Beijing. I took this photo when China was building two coal power stations a week. Today the country is set to add a further 25% to its capacity. If this extra capacity becomes operational, it would make it much more difficult for the world to limit CO2 emissions. Despite China being a global frontrunner in investing in alternative energy, this would be a major setback, according to advocates. In a BBC report last year, researchers suggested that these plants have more to do with boosting the local economies in China rather than providing any energy needs. #china #coal #climatechange #gloabalwarming #industrialisation",462,149588,"['Electricity', 'Urban area', 'Transport', 'Mode of transport', 'Town', 'Sky', 'Cooling tower', 'Electrical supply', 'Vehicle', 'City']",0.06267054059772215,0.008088518505549914,0.02992132734241881,0,0.02295411191880703,0.07288908213376999,0.02351020835340023,0.8806465864181519,0
https://instagram.fftw1-1.fna.fbcdn.net/vp/e531ed4871e64e1bc6ec265e44de15e2/5E4C9AB9/t51.2885-15/fr/e15/s1080x1080/73280694_2366784470058006_2686041795314514135_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Tasneem Alsultan @tasneemalsultan | A teenager uses Rollerblades in front of the King Fahad National Library in Riyadh, Saudi Arabia. #riyadh #saudiarabia",317,138037,"['Night', 'Tree', 'Statue', 'Sculpture', 'Tourism', 'City', 'Tower', 'Temple', 'Town square', 'Leisure']",0.057831199110141,0.005549914212682517,0.026462428171665914,0,0.024687958881258965,0.024276897311210632,0.02439366839826107,0.9266414642333984,0
https://instagram.fftw1-1.fna.fbcdn.net/vp/659ecb3aef350e3812cc00285aa1e002/5E44DB6A/t51.2885-15/fr/e15/s1080x1080/71281012_532183477621275_4516718748813296818_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Beverly Joubert @beverlyjoubert | Few cats like to get their feet wet, and lions are no exception. If, however, you happen to live in the Okavango Delta and you're a pride's male patrolling a territory, keeping paws and other parts dry is a definite challenge. When the delta's waters are high, these cats will need to swim across deep channels, despite their aversion. The drier months offer some respite, but those swimming muscles can come in handy when there's a channel that can be navigated with a giant leap. #thisismytrophy #okavangolions #bigcats",743,367313,"['Mammal', 'Vertebrate', 'Dog', 'Canidae', 'Carnivore', 'Dog breed', 'Hunting dog', 'Wildlife', 'Sporting Group']",0.15388737250695989,0.013008158548968802,0.06935984413216524,1,0.7938390374183655,0.025505781173706055,0.025257272645831108,0.15539789199829102,2
https://instagram.fftw1-1.fna.fbcdn.net/vp/b01964f36f911a8277ac947ae9759113/5E506043/t51.2885-15/fr/e15/s1080x1080/72568615_162473488177822_8471866297860239850_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Diana Markosian @markosian | Sulin, 8, floats on her back in a pool in Wolfsburg, Germany. Sulin and her family arrived in Germany from Iraq as part of the migration wave in 2016. A year later, she started swimming courses as a way of allowing her to overcome the trauma she faced on the journey.",602,232523,"['Face', 'Black', 'Darkness', 'Beauty', 'Head', 'Lady', 'Portrait', 'Nose', 'Eye', 'Flash photography']",0.09741651811244316,0.010539584719352919,0.045290358076589016,0,0.5106303095817566,0.022958505898714066,0.4430236220359802,0.023387514054775238,0
https://instagram.fftw1-1.fna.fbcdn.net/vp/ced4e7874bbf1355000be8fecf90a130/5E46D0D6/t51.2885-15/fr/e15/p1080x1080/73258830_703254313505475_7393939699623756699_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Stephen Wilkes @stephenwilkes | Photographing this glacier from a plane at 20,000 feet over Greenland, we can see it beginning to melt, the circular ring of clear blue water creating a mirror image of the sun itself. To see more photos from my travels near and far, follow me @stephenwilkes.  #StephenWilkes #Glacier #Greenland #Aerial #ClimateChange",914,380453,"['Sky', 'Daytime', 'Blue', 'Cloud', 'Atmosphere', 'Azure', 'Horizon', 'Ice', 'Calm', 'Ice cap']",0.15939243242790319,0.016001960852971044,0.07335814948294389,1,0.02395503968000412,0.1573295295238495,0.7935530543327332,0.02516232058405876,2
https://instagram.fftw1-1.fna.fbcdn.net/vp/10e5d0f232c790798488579465e41b9e/5E50155D/t51.2885-15/fr/e15/s1080x1080/74366282_156106058936281_1946125741511833075_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by John Stanmeyer @johnstanmeyer | Today is World Tsunami Awareness Day. Haystack rock is located right off the beach in Cannon Beach, Oregon. Paleotsunami scientists say a future tsunami could hit here at any time. Cannon Beach is heavily populated with businesses and expensive homes laying in tsunami evacuation zones.",1707,393674,"['Sky', 'House', 'Property', 'Home', 'Coast', 'Sea', 'Architecture', 'Ocean', 'Building', 'Coastal and oceanic landforms']",0.16493142764972904,0.029885500192583774,0.08390387117544187,1,0.023338453844189644,0.02321621961891651,0.9305638074874878,0.022881483659148216,2
https://instagram.fftw1-1.fna.fbcdn.net/vp/54fc23d415b40267bf3e001ea3cdc3a5/5E5AED8C/t51.2885-15/fr/e15/p1080x1080/74713837_498098684114388_2737432059279257193_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Jimmy Chin @jimmychin | The act of climbing mountains is often misunderstood. It can mean different things to different people. The reasons can be deeply personal, or about sharing an incredible experience with your climbing partners. For some it becomes a meditation in being present. Life stripped to the basics—movement through the landscape with purpose. At its most raw, it can be about survival.⁠ Conrad Anker has made a career seeking out, exploring, and climbing some of the most remote unclimbed walls in the world. Beyond climbing, he has been a mentor to new generations of climbers, and also worked to protect the wild landscapes he loves. But at the end of the day, he still loves climbing. Here in minus 20°F temps, he ascends a new 4000-foot route on Ulvetanna, aka the Wolf’s Fang, in Antarctica. Ask him why he’d spend a week on a wall in subzero temps and he might not be able to tell you...but he was surely present and enjoying this moment. For more images from mountain adventures around the world, follow @jimmychin",726,261574,"['Yellow', 'Rock', 'Wood', 'Formation', 'Adventure', 'Badlands', 'Tree', 'Extreme sport', 'Climbing', 'Cliff']",0.10958756040797772,0.012710529080149866,0.05146134161128101,0,0.9308654069900513,0.02287979982793331,0.023057034239172935,0.023197706788778305,1
https://instagram.fftw1-1.fna.fbcdn.net/vp/26948a8f06b4b575bee81fd5156587b0/5E496106/t51.2885-15/e35/s1080x1080/73713700_974791362874601_3567761153601842274_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photos by John Stanmeyer @johnstanmeyer | Today is World Tsunami Awareness Day. After witnessing the enormity of what occurred on December 26, 2004, I was extremely affected. Having documented for decades the effects of war, conflict, and human indifference to why we can’t get along, there is always “someone to blame“ in these situations. With natural disasters that have occurred throughout Earth’s existence, when I asked those who survived how they felt or what could have been done, their universal response was “Who should I blame, God?” This reality deeply affected me, and I needed to understand how both the Earth, and humanity, heals. So began this multiyear, multidecade project of revisiting the exact spots where the earth had done its natural movements.

Upon returning one year later, the changes were profound, as seen here in the second photo. Returning four years later, I could barely find signs that a massive wall of water, more than 100 feet high, had ever existed. Thousands of new people had taken up residence, trees and plants had grown again in abundance. The landscape and those who now inhabited this area of Sumatra have changed.

Yes, the people to this day in Indonesia are still deeply affected by the enormity that took place on Boxing Day 2004, and the earth had healed beyond recognition, a reminder that the Earth doesn’t need us.",714,167542,"['Scrap', 'Waste', 'Pollution', 'Litter', 'Urban area', 'Wood', 'Metal', 'Tree', 'Adaptation', 'Plant']",0.07019244667235049,0.012500437690395322,0.035577241283177394,0,0.023543596267700195,0.1885508894920349,0.02557186409831047,0.7623336315155029,0
https://instagram.fftw1-1.fna.fbcdn.net/vp/a97a374e585e3a27fc12b886194c4473/5E5FA737/t51.2885-15/e35/p1080x1080/71693685_553357278569365_4993252548183354613_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photos by Babak Tafreshi @babaktafreshi | Deep in the night sky, a dark snake is hidden beyond our visual limits. Look for the S-shaped dust lane on the left, in front of the Milky Way star clouds. Swipe to zoom out and see wider angle views of this area. The tiny dark nebula known as the Snake is one of my favorite gems in the night sky. I recently photographed it next to the dazzling light of Jupiter. The Snake is like other interstellar clouds, mainly made of hydrogen, but with more dust particles and dense enough to block the light of stars behind. The Snake is little but easy to reveal in this single one-minute exposure through a telephoto lens on a small star-tracking mount. The big dark nebula in the second slide is known as the Pipe, visible to unaided eyes in a dark sky. ⁣Follow me @babaktafreshi for more of astronomy and space photography. #astrophotography #astronomy #milkyway #saveournightsky",1880,554365,"['Sky', 'Black', 'Astronomical object', 'Galaxy', 'Astronomy', 'Atmosphere', 'Atmospheric phenomenon', 'Outer space', 'Celestial event', 'Star']",0.23225361819434873,0.032914317728211774,0.11265003791466656,1,0.7577922344207764,0.19515424966812134,0.02378033474087715,0.023273145779967308,3
https://instagram.fftw1-1.fna.fbcdn.net/vp/53b573371e924193164ed9267bcb1567/5E493ADD/t51.2885-15/fr/e15/p1080x1080/73475370_1125440290990641_1909970589940625165_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Drew Rush @drewtrush | While we were in Yellowstone National Park this summer, we had a chance to look for wildlife every day. Catching the sunrise as you watch a group of bull elk feed is something you'll never forget—no matter how many times you may be fortunate enough to see it. Shot while on a student trip with @natgeoexpedtions. To see more wildlife images, follow along with photographer @drewtrush.",1174,505016,"['Wildlife', 'Elk', 'Reindeer', 'Antler', 'Barren ground Caribou', 'Deer', 'Horn', 'Morning', 'Sky', 'Organism']",0.21157864087025194,0.020553940964319478,0.09696382092669246,1,0.02293420024216175,0.9293215870857239,0.023960836231708527,0.023783361539244652,2
https://instagram.fftw1-1.fna.fbcdn.net/vp/93a4f61fad346ae256d6b65bac1c5244/5E5EC094/t51.2885-15/fr/e15/s1080x1080/75306170_111068363490166_6978694684331901542_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Ivan Kashinsky @ivankphoto | A man walks on the Salar de Uyuni, in Bolivia, the world’s largest salt flat. This photo was part of book project in which Karla Gachet and I traveled from the Equator to the southern tip of South America.",537,244807,"['Sky', 'Blue', 'Cloud', 'Horizon', 'Sea', 'Calm', 'Ocean', 'Landscape', 'Beach', 'Vacation']",0.10256295312529458,0.00940158969151581,0.04666613506502732,0,0.023008769378066063,0.023356560617685318,0.9304724335670471,0.02316228672862053,1
https://instagram.fftw1-1.fna.fbcdn.net/vp/1d1cb2b5bc9023a5eab3da59fa9106a9/5E5FACC4/t51.2885-15/fr/e15/s1080x1080/71527441_166974117693240_971315847936070297_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Gabriele Galimberti @gabrielegalimbertiphoto and Juri De Luca | Fossils of long-extinct creatures aren’t just for museums. Today they’re in homes and businesses, as wealthy collectors indulge a controversial hobby. At the Hanging Gardens of Marqueyssac in France, communications officer Stéphanie Angleys cleans the display case of a 150-million-year-old Allosaurus. Owned by French businessman Kléber Rossillon, the gardens are open to the public. Rossillon acquired the dinosaur—whose skull is among the best preserved in the world—in 2016, a few years after it was found in Wyoming. #dinosaur #fossil #extinct #dinosaurs",568,231435,"['Skeleton', 'Dinosaur', 'Extinction', 'Velociraptor', 'Fossil', 'Tyrannosaurus', 'Museum', 'Tourist attraction', 'Jaw']",0.09696069579935439,0.009944325781715046,0.04475087378877079,0,0.02506174147129059,0.025057576596736908,0.9248265027999878,0.02505418285727501,0
https://instagram.fftw1-1.fna.fbcdn.net/vp/c714e375804369761ab57b96dce6a6ba/5E613651/t51.2885-15/fr/e15/s1080x1080/71854168_475900986354343_9161192148033514690_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Brian Skerry @brianskerry | A study in the morphology of the oceanic whitetip shark. Living in the pelagic zone (open ocean), oceanic whitetips are shaped like aircrafts, with long pectoral fins that allow them to glide efficiently over long distances, expending little energy. 
In 2006, I led a trip to Cat Island in The Bahamas, where we discovered a population of this species in one of the few locations left where these animals predictably can be found. Oceanic whitetip populations have been decimated due to the demand for their fins, which are prized for shark fin soup. Like the American bison, an animal that was once abundant and then hunted to the brink, only a fraction of oceanic whitetip shark populations remains today. Their numbers declined 93% between 1995 and 2010. Recovery will be difficult, because they reach sexual maturity by age seven and have small litters of pups every one to two years. To learn more about sharks and other ocean animals, follow @BrianSkerry. #oceanicwhitetip #sharks #Bahamas",533,298277,"['Fin', 'Marine mammal', 'Sky', 'Cetacea', 'Fish', 'Tail']",0.12496444125108143,0.009331559228264294,0.05558471203739115,0,0.036129727959632874,0.7431668043136597,0.037321269512176514,0.18338219821453094,1
https://instagram.fftw1-1.fna.fbcdn.net/vp/f9f614be5d4d0889ad8d37b31eb65892/5E6569E5/t51.2885-15/fr/e15/s1080x1080/72899651_606945309843488_8157041843339540593_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Robbie Shone @shonephoto | Beneath a starry sky,  a puff of pink smoke rises from Stromboli. Near the mount's  base, the headlights of the last few tourist groups coming down the volcano's slope can be seen approaching the village of Stromboli, located on the coast. Every evening, tour groups hike up to the rim of the crater to watch small but energetic explosive eruptions of ash, lava, and stone blocks. Such eruptions are known as Strombolian eruptions—which occur on volcanoes throughout the world.",576,324580,"['Sky', 'Night', 'Volcanic landform', 'Stratovolcano', 'Geological phenomenon', 'Hill', 'Mountain', 'Types of volcanic eruptions', 'Landscape', 'Volcano']",0.13598419704260137,0.010084386708218075,0.06044431084197139,0,0.9302423000335693,0.023212378844618797,0.023616034537553787,0.02292928285896778,1
https://instagram.fftw1-1.fna.fbcdn.net/vp/ac56a5f202754ad89d0507a3a1bf5434/5E4AD915/t51.2885-15/fr/e15/s1080x1080/74914931_2544759888971867_662186505418723771_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by David Chancellor @chancellordavid | A herd of elephants gather under a mophane tree at sunrise, northern Botswana.",1679,620329,"['Wildlife', 'Savanna', 'Herd', 'Landscape', 'Painting', 'Safari', 'Grazing', 'Grassland']",0.25988952174268243,0.029395286949823175,0.12159298086696688,1,0.02808520197868347,0.028163181617856026,0.7771797180175781,0.16657190024852753,3
https://instagram.fftw1-1.fna.fbcdn.net/vp/35c9f7212f928bd3ade1919082454a69/5E5E522A/t51.2885-15/fr/e15/s1080x1080/72404516_921260588258060_589648792248232222_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Charlie Hamilton James @chamiltonjames | // Supported by Nat Geo Society/Wyss Campaign for Nature committed to protecting 30% of the planet by 2030. // A young Thomson's gazelle leaps across the plains of Kenya's Maasai Mara at sunset. The gazelle was grazing among a herd of zebra and topi when it decided to stretch its legs by running at high speed for a few minutes. Thomson's gazelles are one of the world's fastest land animals, able to hit speeds of 55 miles per hour. They need to be fast: they're a favorite prey of cheetahs. So running and leaping like this might perhaps be a valuable activity, designed to keep them fit and practicing weaving and dodging—which could save a tommie's life one day. #campaignfornature",4326,771431,"['Sky', 'Red sky at morning', 'Sunset', 'Afterglow', 'Orange', 'Cloud', 'Sunrise', 'Horizon', 'Evening', 'Red']",0.3231943591988755,0.07573794600651283,0.17472051128345792,1,0.023467283695936203,0.8438431620597839,0.10973324626684189,0.02295626699924469,3
https://instagram.fftw1-1.fna.fbcdn.net/vp/2f220cfc6e92a04dbe35398d82cbf7bf/5E550963/t51.2885-15/e35/s1080x1080/73010210_629044677626922_6428772103247213076_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1,"Photo by Amber Bracken @photobracken | ""It was always hard to stand in prayer,"" Chief Arvol Looking Horse said of Standing Rock. He spoke of a dishonorable war that was prophesied during the time of the black snake, widely interpreted to be the Dakota Access Pipeline, and during the camps, when teargas, pepper spray, rubber bullets, and attack dogs were deployed against nonviolent ""water protectors."" Chief Looking Horse is the founder of World Peace and Prayer Day, held on June 21 since 1996, and after Standing Rock has continued to be a leading voice speaking for climate action, native rights, and peace. He speaks for a deepened and restored relationship to ceremony, pointing out that the traditional Lakota, Nakota, and Dakota way of life is inherently in balance with the natural world. #StandingRock #ClimateAction #peace",789,236630,"['Hair', 'Hairstyle', 'Long hair', 'Headpiece', 'Room', 'Black hair', 'Feather', 'Costume']",0.09913716355348685,0.013813508876361217,0.047942970747211475,0,0.02781727910041809,0.6537712216377258,0.2889796197414398,0.029431911185383797,1
