,post_url,num_likes,num_comments,caption
10,https://scontent-sea1-1.cdninstagram.com/vp/7856c35c5ada1c3bba14ecb4d96b5816/5E68770B/t51.2885-15/e35/p1080x1080/73505108_2430592750329647_1711246570989833753_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=111,589061,1476,"Photo by George Steinmetz @geosteinmetz | Harvesting wheat on China’s Loess Plateau, in Ningxia, is still a family affair. The fine silty soil was deposited by desert winds over thousands of years, and then carved into terraces for agriculture. Farming here is increasingly difficult as children migrate to the cities for higher paying jobs. With a small amount of arable land per capita, China struggles to feed itself. To explore more of our world from above, follow @geosteinemtz."
11,https://scontent-sea1-1.cdninstagram.com/vp/f41c7679748793e163941e6bfe5b0fe3/5E56A34A/t51.2885-15/fr/e15/s1080x1080/74349805_427903131456758_4499703217155466339_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102,234048,346,"Photo by William Daniels @williamodaniels | Near Sugula, in southern Mali, a group carries basins of maize cobs on their heads. In 2009, I travelled for a week in the region to photograph countryside schools for a project on education. In crowded rooms, I met children excited to attend but also those who can’t because they have to work with their parents. Sometimes I even photographed adults outside a school as they listened to the teacher through a window. Wherever I am in the world, I love visiting schools— they tell us so much about the societies we are visiting. Follow me on @williamodaniels for more human stories around the world."
12,https://scontent-sea1-1.cdninstagram.com/vp/2956130b9b61b58b86cbcc0b00b6793e/5E67ADF0/t51.2885-15/fr/e15/s1080x1080/71292356_473781706562994_1959106644629996_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106,321740,1206,"Photo by David Guttenfelder @dguttenfelder | The bright lights of Las Vegas Boulevard shine at night. Today is World Cities Day. How will the cities of the future be powered? What will a renewable energy, carbon-free future look like? How can we get there? This photograph was made on Day 6 of an ongoing @natgeo renewable energy road trip across the USA #roadtripto2070 #WorldCitiesDay"
13,https://scontent-sea1-1.cdninstagram.com/vp/7001b833780d07c86bbe406ecf01bdc6/5E5EC094/t51.2885-15/fr/e15/s1080x1080/75306170_111068363490166_6978694684331901542_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110,248511,546,"Photo by Ivan Kashinsky @ivankphoto | A man walks on the Salar de Uyuni, in Bolivia, the world’s largest salt flat. This photo was part of book project in which Karla Gachet and I traveled from the Equator to the southern tip of South America."
14,https://scontent-sea1-1.cdninstagram.com/vp/312adf4704b2cbe28a9b57ee35593678/5E4FAD1D/t51.2885-15/fr/e15/s1080x1080/67378801_138736117393813_4864674879816884476_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101,535627,1754,"Photo by Babak Tafreshi @babaktafreshi | Far from city lights, there is unrivaled joy in stargazing and photography under a natural dark sky. The telephoto view reveals the tail of constellation Scorpius and two star clusters in the Milky Way. Appearing in this this single-exposure photograph is my friend Roger Craig Smith, renowned voice actor, and one of the many in the world who spend time under stars as their main hobby. Known as amateur astronomers, they can be of any age, from teenagers to seniors, from any profession, culture, and country. Some join together to form local astronomy clubs and some enjoy the solitude at dark. Some are general hobbyists with a pair of binoculars or a simple camera, and some are dedicated observers discovering new objects in the sky. What is shared by all of them is a respect for the dark skies and the natural night environment that we are losing to light pollution. See ""Our nights are getting brighter, and Earth is paying the price"" on natgeo.com for more and follow me @babaktafreshi for The World at Night photography. #saveournightsky #twanight #stargazing #astrophotography"
15,https://scontent-sea1-1.cdninstagram.com/vp/98c780a72ee4f5e980054c08914000d9/5E55554B/t51.2885-15/fr/e15/s1080x1080/72698472_403375553924983_8214613818354377830_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107,488847,1422,"Photo by Jasper Doest @jasperdoest | My cousin Odette takes Flamingo Bob out for a swim or a stroll on the beach almost every week. She loves seeing Bob in his natural environment, but realizes that he would never be able to survive out there. She rescued him almost three years ago after he flew against a hotel window on Curaçao, and during the rehabilitation process she found that he suffered from a chronic foot condition and couldn't go back to the wild. However, the idea that the bird is playing an important role in flamingo conservation in the Caribbean comforts her, and in the meantime they enjoy their weekly time off. Follow @jasperdoest for more images of Flamingo Bob. #flamingo #prettyinpink #flamingobob #curacao"
16,https://scontent-sea1-1.cdninstagram.com/vp/ea1c685d363dded211e37d51bbd7bd1c/5E587519/t51.2885-15/fr/e15/s1080x1080/72847784_2126882097621123_7519182217883505852_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=103,248896,813,"Photo by Sara Hylton @sarahyltonphoto | A mother and her child at an Afghan refugee settlement, on the outskirts of Islamabad, Pakistan, pause from their daily duties. This image was made in July 2018, in the lead-up to the federal elections. Newly elected Prime Minister Imran Khan promised to grant citizenship to Afghan refugees, but over a year later, citizenship is still off the table. For more stories follow me @sarahyltonphoto #refugees #Afghanistan #Pakistan"
17,https://scontent-sea1-1.cdninstagram.com/vp/01cc2ee4d02a4ec3083390cd20796da8/5E47AF40/t51.2885-15/fr/e15/s1080x1080/74898934_1388230824664698_5012593492047776024_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106,187944,554,"Photo by Nichole Sobecki @nicholesobecki | There’s something gorgeous to me about this moment of temporary flight. In this small apartment in Zimbabwe’s first high-density township, Mbare, three generations of women and children gather in the room where they study, laugh, and sleep. The mother and grandmother did laundry to support them all, but through a child's imagination this green washing pail had been transformed. Gone were the suds and dirty clothes—this was an airplane going to a destination unknown. #highflyer #mbare #zimbabwe #women"
18,https://scontent-sea1-1.cdninstagram.com/vp/9cb93dab694497107df898fe8366ca1b/5E4B3C7B/t51.2885-15/fr/e15/s1080x1080/74470867_556642878238268_8458314061162238733_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=1,188451,768,"Photo by Karla Gachet @kchete77 | Yessenia Aguayo prepares for her quinceañera (15th birthday) at her grandparents house in the province of Los Rios, Ecuador, in 2008. For this celebration, her entire extended family pitched in and the whole town was invited. Yessy grew up in Hacienda La Mariana, a tightly knit community that survives off their land. Most of the people are blood related and inherited land from their parents. A quinceañera is a special celebration, a coming-of-age ritual. Back in the day, it used to be a way to show off your daughter to possible suitors. Things are starting to change for girls in the community. Yessy finished school and went on to college, and in this way she became a role model for many of her younger cousins. #mocache #montubiopride"
19,https://scontent-sea1-1.cdninstagram.com/vp/6f546add1fce2e8a27fafad335d251e8/5E57F8E7/t51.2885-15/e35/s1080x1080/70506189_138362024196622_8316699742293096084_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110,206644,662,"Photo by @jimrichardsonng // Sponsored by @IndigoAg // Piloting her 16-row combine with GPS-guided precision, farmer Annie Dee brought in her 2019 corn harvest when I visited her Alabama farm last month. Mankind’s autumn harvest rituals have become huge technological spectacles as we struggle to feed our burgeoning world population. Just as important—but harder to see—is what Annie is doing with her soil: She’s using no-till agriculture. By reducing tillage (not plowing and leaving crop residue in place), she can actually help in capturing carbon from the atmosphere and sequestering it in the soil. For a long time, world agriculture has been depleting soil carbon and releasing it into the atmosphere. Reversing that trend, especially on large-scale farms like Annie’s, could be a big win all around. // @IndigoAg is unlocking agriculture’s potential to help reverse climate change. That’s the vision behind the Terraton Initiative, a global movement with the goal of using regenerative farming practices to take one trillion tons of carbon dioxide from the atmosphere. Follow @Terraton to see the progress."
20,https://scontent-sea1-1.cdninstagram.com/vp/1b22302ea63d38c235878a20fbf4f409/5E65AE9C/t51.2885-15/fr/e15/s1080x1080/70520099_2357637627885812_7799197382049576325_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108,359285,1073,"Photo by @franslanting | “Baobab trees are my all-time favourite. There’s something so unique and special about them—which is why I’ve been a bit cheeky and included them twice in my takeover today! This giant of the African forest is the tree of life, supporting everything from the largest mammals to the tiniest creatures. I especially love #LookingUp and seeing them in Botswana, where Frans Lanting has taken this beautiful picture.” –Prince Harry, The Duke of Sussex @sussexroyal

Frans’s photograph was taken on Kubu Island in Makgadikgadi Pans, Botswana.

Please keep sharing your own #LookingUp images from your own community, and at the end of the day The Duke will be sharing some of his favourites on @sussexroyal Instagram stories.
...
Today, The Duke of Sussex @sussexroyal is guest-editing the @natgeo feed, in an effort to raise awareness around Queens Commonwealth Canopy, in which almost 50 countries have dedicated indigenous forest for conservation or have committed to planting millions of new trees to combat climate change. 
The images being posted today are all ‘looking up’ at trees from below to highlight the vital role trees play in the Earth’s ecosystem. Post your images of trees, add #lookingup, and at the end of the day, The Duke will share a selection of images that you post from across the world on @sussexroyal Instagram stories"
21,https://scontent-sea1-1.cdninstagram.com/vp/1667c613d7b50ef8e604342876bbe355/5E5D2D25/t51.2885-15/fr/e15/s1080x1080/72533660_151944839350114_2960490947012932657_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110,165743,395,"Photo by Cory Richards @coryrichards | Every autumn Hindu families across Nepal worship the fearsome goddess Durga during the Dashain festival. Durga demands a blood sacrifice, and on the main festival day an uncountable number of goats are exchanged for prosperity, safety, and a good meal.

Buddhists celebrate their own festival on this same day, lighting butter lamps and saying prayers so that the animals may have safe passage through the afterlife and a more fortuitous rebirth.

We are #onassignment in the Mustang region, looking at how traditional practices are adapting to modern-day pressures. Roads, Buddhism, monarchies, climate change, and goat herding are all connected. Text by Ben Ayers @jetbutterflies.

#followme @coryrichards @jetbutterflies and our expedition team Kyle Daly, Above The Clouds, and Abiral Rai for more real-time images from #nepal"
22,https://scontent-sea1-1.cdninstagram.com/vp/7e146c4ffe70a68895432a83f6a54438/5E493ADD/t51.2885-15/fr/e15/p1080x1080/73475370_1125440290990641_1909970589940625165_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109,514453,1199,"Photo by Drew Rush @drewtrush | While we were in Yellowstone National Park this summer, we had a chance to look for wildlife every day. Catching the sunrise as you watch a group of bull elk feed is something you'll never forget—no matter how many times you may be fortunate enough to see it. Shot while on a student trip with @natgeoexpedtions. To see more wildlife images, follow along with photographer @drewtrush."
23,https://scontent-sea1-1.cdninstagram.com/vp/62622573db610bbb27ba451ed32fd4c9/5E5ED433/t51.2885-15/e35/p1080x1080/70241560_177335836780232_1637244966778085644_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108,1320206,6693,"Photo by George Steinmetz @geosteinmetz | The ""prow"" of Mt. Roraima, one of the most spectacular tepuis in Canaima National Park, straddles the border of Venezuela, Guyana, and Brazil. Over 7,000 feet tall, it's a remnant of the supercontinent Gondwana, and was fictionalized in the movie ""Up."" The heavily eroded limestone plateau is home to endemic varieties of carnivorous plants and animals. With thanks to Francisco Salas Roche for the offer to fly me around his native land.  To explore more of our world from above, follow @geosteinmetz. #UNESCOWorldHeritage #tepuis"
24,https://scontent-sea1-1.cdninstagram.com/vp/5b17ef6b15bb4b801fc6b28440947ed3/5E55DFEF/t51.2885-15/fr/e15/s1080x1080/67878742_162022074951216_1814196080996048913_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100,532371,1589,"Photo by Dina Litovsky @dina_litovsky | Three people walk toward the Temple of Transition at the Burning Man festival in Black Rock City, Nevada. The annual event attended by over 70,000 people and known for its psychedelic dance parties and elaborate art installations, features a different, larger-than-life temple each year. On the last day of Burning Man, the temple is burned to the ground in solemn silence. I've attended the festival over the years, and this magnificent structure from 2011 remains my favorite. For more images, follow me @dina_litovsky"
25,https://scontent-sea1-1.cdninstagram.com/vp/c351651a22e1ecec88d5c33605d6de09/5E531BCF/t51.2885-15/fr/e15/s1080x1080/69693751_186027439092134_7958439102289727938_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102,710582,2124,Photo by Thomas Peschak @thomaspeschak | Watching an epic Aldabra sunset in the company of reef sharks is an intensely magical experience. This is a truly timeless land and seascape at the western edge of the Indian Ocean. Remote islands make me happy and fuel my creativity like nothing else. For more photographs from some of the wildest islands on our planet follow @thomaspeschak
26,https://scontent-sea1-1.cdninstagram.com/vp/a198887fa68d126982ca92eb55a4e154/5E5F0A0D/t51.2885-15/fr/e15/p1080x1080/69568571_495441347924652_321760199879159951_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100,275209,627,"Photo by Michael Christopher Brown @michaelchristopherbrown | Palestinian farmers use a threshing machine to remove wheat seeds from stalks near As-Sawiya, a West Bank village. Almost entirely dependent on agriculture, the primary crops grown around this village are wheat, olives, grapes, figs, and beans. The area has been inhabited for well over 1,000 years, as potsherds from the 8th and 7th century B.C.E. have been found here. For more, follow @michaelchristopherbrown."
27,https://scontent-sea1-1.cdninstagram.com/vp/6fb7b3df9a276a1451f5a75e9f952d08/5E4D4DF6/t51.2885-15/fr/e15/s1080x1080/72967606_179272379792491_4550613646076775057_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107,508469,2950,"Photo by Ami Vitale @amivitale | Mary Lengees, one of the first female elephant keepers at Reteti Elephant Sanctuary in northern Kenya, caresses Suyian, the first resident. The dedicated keepers here provide round-the-clock care to the most vulnerable elephants to ensure the best outcomes, staying with them throughout the night. Mary is a trailblazer and an inspiration to me and to all who know her. She is one of the very first indigenous Samburu keepers in all of Africa. Although the idea of women working outside of the home is new here, the community has embraced the program. When the seven women keepers return to their homes, the people in their villages rush to them to hear news about the elephants in their care. 
Follow @amivitale and @r.e.s.c.u.e to get involved and support this crucial work.
@conservationorg @thephotosociety @natgeoimagecollection #protectelephants #elephants #stoppoaching #kenya #worthmorealive

Nat Geo is celebrating women who fearlessly push boundaries and inspire the next generation of changemakers. For a week, all of our posts and stories on @natgeo were photographed by women, about women. Use #NatGeoWomenofImpact to share how a woman in your life has empowered you."
28,https://scontent-sea1-1.cdninstagram.com/vp/0d257ebc383bcab798d0724c387e49fe/5E486803/t51.2885-15/fr/e15/s1080x1080/72259979_138214527550877_5444072902148119645_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105,409566,5859,"Photo by Paul Nicklen @paulnicklen | Biologist Debbie Tobin holds the paw of a sea otter taking its last breath on the shores of Homer, Alaska. You could be a wildlife photographer for twenty years and never be prepared for what it's like to walk up to a dying sea otter, wheezing its last breaths. Beginning in 2013, a body of warm water, nicknamed ""the blob,"" formed in the Gulf of Alaska. It morphed and it grew and it stretched all the way to Mexico, until it covered 3.5 million square miles, feeding toxic algae blooms that devastated marine life on the North Pacific coast for years. In 2015, some 300 sea otters were found dead or dying on beaches in Homer, Alaska. I will never forget the sounds they made. Warming water temperatures worldwide are a symptom of the climate crisis—the blob was like a fever. The American government recently announced that it intends to change the Endangered Species Act, making it easier to remove endangered species, like the sea otter, from the list. It also pits the value of protecting species up against the cost of losing revenue from industry. Research tells us that extreme events like the blob will become more common; if we continue to put industry and profit first, things will only get worse. To see a video of the tragic moment when a sea otter takes its last breaths, follow me @PaulNicklen. #TurningTheTide #ExtinctionEndsHere #ClimateChangeIsReal #ActNow"
29,https://scontent-sea1-1.cdninstagram.com/vp/cf4748f2af9496f93812654086acbcf5/5E68C311/t51.2885-15/fr/e15/s1080x1080/72946625_2499972820081877_252790804721343821_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105,191436,510,"Photo by Melissa Farlow @melissafarlow | It is a gift when people let you into their lives. I arrived on my first assignment in Africa to photograph women in various countries for a book project. My heart was open and I wanted to understand their cultures, which was challenging because my mind was shaped by Western values. 
Over the next couple of months, I lived with families in Ethiopia, Mali, and South Africa. After initial interviews with the women, I found it easier to photograph without a translator and to just to be with them. 
Their lives were not easy. I understood them more deeply as I fell into their patterns and rituals. They worked hard and valued cooperative relationships with other women. They were selfless and shared in common the desire to make their children’s lives better. I was touched by their caring manner and I admired their strength. 
I earned their trust. When photographing people I do not look for our differences, but how we are all the same. @thephotosociety @natgeofineart @natgeoimagecollection #ethiopia #africa #women

Nat Geo is celebrating women who fearlessly push boundaries and inspire the next generation of changemakers. For a week, all of our posts and stories on @natgeo were photographed by women, about women. Use #NatGeoWomenofImpact to share how a woman in your life has empowered you."
30,https://scontent-sea1-1.cdninstagram.com/vp/a3051134bd0c1cdd164579f98661f8be/5E696284/t51.2885-15/fr/e15/s1080x1080/70626651_409885319673408_3408127875281882588_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100,124956,493,"Photo by Dina Litovsky @dina_litovsky | Twin sisters Gina and Lisa Sobinovsky, from West Virginia, present their research about the connection of fur color in cats to cancer at the 2019 International Science and Engineering Fair, a prestigious event attracting students from around the world. Though young women have been a minority in STEM fields in the past, this year’s fair was evenly split by gender—a jump from just 35 percent female in 1960. 
This story on girls in science was shot for National Geographic’s November issue. For more images follow me @dina_litovsky."
31,https://scontent-sea1-1.cdninstagram.com/vp/e015927e6ebcda810dee0348d2d7edd1/5E889FD5/t51.2885-15/fr/e15/s1080x1080/71830626_495306864356981_5340960458808468030_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105,390922,2966,"Photo by Kitra Cahana @kitracahana | A devotee of the cult of Maria Lionza jumps through a bonfire during the Baile en Candela, an annual celebration honoring the goddess Maria Lionza, on Venezuela’s Sorte Mountain. The pilgrims claim they do not feel any pain while they are possessed by spirits. I took this photograph ten years ago as a photography intern for @natgeo. It was 2009 and the first story I ever shot for the magazine. Over the next week, I'll share more images from the story on the cult of Maria Lionza @kitracahana. #marialionza #venezuela #spiritpossession #sortemountain #fire"
32,https://scontent-sea1-1.cdninstagram.com/vp/2317304aaaa7dcef6dc146e9ea91cb34/5E670D52/t51.2885-15/e35/s1080x1080/70339810_126164678803961_7304899906664616867_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=1,331114,908,"Photos by @brentstirton | // Supported by Nat Geo Society/Wyss Campaign for Nature committed to protecting 30% of the planet by 2030. // African Parks is a nonprofit conservation organization that takes on the rehabilitation and management of national parks, in partnership with governments and local communities. I photographed in five parks, and in the course of that whirlwind tour, I caught a glimpse of the extraordinary effort to conserve endangered species in some of the toughest places. This included black rhino care and translocation, rare Kordofan giraffes, West African lions and crocodiles, and the world’s largest elephant herd. African Parks currently manages 16 national parks and protected areas in 10 countries, covering almost 11 million hectares. That represents the largest and most diverse portfolio of parks under management on the African continent. They do this job with a skeleton crew, often living in spartan conditions for years at a time. It’s an incredible effort to ensure the survival of a global conservation heritage. Their goal to is have 20 parks under management by 2020. I’m very grateful to all the AP people who helped us tell their story.  @africanparksnetwork #conservation #endangeredspecies #campaignfornature"
33,https://scontent-sea1-1.cdninstagram.com/vp/6a73c727886648e6cabc2ccdc743b929/5E4CA489/t51.2885-15/e35/s1080x1080/73263682_872203339863572_8516149119806283568_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108,244118,631,"Photo by Stephen Alvarez @salvarezphoto // Sponsored by @salesforce // In the Tennessee River Gorge the eastern hardwood forest is the basis of a complex ecosystem that flourishes in a rapidly urbanizing part of the United States. The land is protected by the Tennessee River Gorge Trust, the state of Tennessee, and the Tennessee Valley Authority. A mature forest like this also acts as an effective carbon sink. In 2017 the Tennessee River Gorge Trust placed 6,000 acres of its land in the carbon offset market, locking up over 225,000 metric tons of carbon. // According to the Intergovernmental Panel on Climate Change (IPCC) Special Report on Climate Change and Land, the loss of healthy forests is a key cause of climate change. In the lead-up to COP25, the next UN meeting on #climateaction, @unfoundation encourages you to spotlight solutions to climate change using the hashtag #EyeOnClimate."
34,https://scontent-sea1-1.cdninstagram.com/vp/0fadacee25d3cac7ff9634179eedaa56/5E540680/t51.2885-15/fr/e15/s1080x1080/67449791_1437496103064325_4505026179679717464_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101,403917,1748,"Photo by Michaela Skovranova @mishkusk | Queen of the Night, a night-blooming cactus. She rarely blooms, only a handful of times a year, under the darkness of the night, with her flowers wilting before the first light touches them. A special reminder of some the beautiful moments that happen in nature in the darkness of the night. #nature #australia #cactus #epiphyllumoxypetalum #naturelovestories"
